House_ID,Sale_Price,Story,Total_SF ,Ext_Walls,Finish_SF_Attic,Finish_SF_Basement,Num_Stall_Garage,Has_Lake_Front,Sim
511,64326,1 Story,916,Other,0,0,2,No,0.29159
512,103705,1 Story,918,Other,0,688,2,No,0.57031
513,65152,2 Story,924,Other,0,615,1.5,No,0.39862
514,52747,1 Story,936,Other,0,110,0,No,0.76886
515,48558,1 Story,940,Other,0,0,0,No,0.68691
516,81592,1 Story,960,Other,0,480,1,No,0.38948
517,41359,1 Story,966,Other,0,0,0,No,0.1097
518,88984,1 Story,980,Other,0,0,2.5,No,0.83683
519,110643,1 Story,1050,Other,0,0,2,No,0.78416
520,132410,2 Story,1051,Other,0,897,2,No,0.9962
521,59623,1 Story,1056,Other,0,0,2,No,0.70748
522,64537,1 Story,1078,Other,324,0,0,No,0.75524
523,57799,1 Story,1082,Other,0,0,0,No,0.3809
524,22861,1 Story,1087,Brick,0,0,2,No,0.30435
525,80879,1 Story,1100,Other,0,0,2,No,0.20508
526,72509,1 Story,1121,Other,0,0,2,No,0.23674
527,93143,2 Story,1132,Other,0,529,1.5,No,0.98104
528,104872,1 Story,1148,Brick,0,900,1,No,0.93658
529,64101,1 Story,1165,Other,0,0,2,No,0.6516
530,124016,2 Story,1228,Other,0,98,2,No,0.02945
531,121967,1 Story,1238,Other,0,1238,2,No,0.72277
532,87378,1 Story,1262,Other,0,0,2,No,0.01235
533,126239,2 Story,1308,Other,0,0,2,No,0.62733
534,65267,1 Story,1328,Other,0,0,1,No,0.74421
535,59393,1 Story,1338,Other,0,0,0,No,0.52992
536,15333,1 Story,1406,Other,0,0,2,No,0.66642
537,86566,1 Story,1417,Other,0,0,2,No,0.27361
538,25090,1 Story,1436,Other,0,0,0,No,0.4744
539,63196,1 Story,1460,Other,0,0,1,No,0.96742
540,80813,1 Story,1470,Other,0,0,0,No,0.72711
541,89643,1 Story,1527,Other,0,0,2,No,0.5601
542,83433,2 Story,1566,Other,0,0,2,No,0.43258
543,78027,1 Story,1576,Other,0,0,1,No,0.29051
544,91168,1 Story,1590,Other,0,0,2,No,0.37534
545,129503,1 Story,1599,Other,0,0,2.5,No,0.34962
546,88386,1 Story,1603,Other,0,540,1,No,0.88436
547,23893,1 Story,1608,Other,0,0,1,No,0.91649
548,87070,2 Story,1664,Other,0,0,0,No,0.88089
549,68609,2 Story,1664,Other,0,0,1,No,0.01736
550,64219,1 Story,1674,Other,0,0,0,No,0.21121
551,26843,1 Story,1678,Other,0,0,0,No,0.62141
552,102679,1 Story,1736,Other,0,0,2,No,0.31825
553,77653,1 Story,1773,Other,0,0,0,No,0.65854
554,111674,2 Story,1920,Other,0,0,2,No,0.52033
555,76017,1 Story,1973,Other,0,0,1,No,0.59773
556,111422,1 Story,2255,Other,0,0,0,No,0.00677
557,42082,1 Story,806,Other,0,0,1,No,0.3451
558,43772,1 Story,866,Other,0,0,1,No,0.53249
559,68239,1 Story,924,Other,0,0,2,No,0.90843
560,68663,1 Story,936,Other,0,0,2,No,0.46656
561,29953,1 Story,972,Other,0,0,0,No,0.97762
562,44828,1 Story,994,Other,0,0,1,No,0.51389
563,73965,1 Story,1034,Other,0,0,2,No,0.27778
564,68985,1 Story,1108,Other,0,0,1,No,0.76779
565,57110,1 Story,1131,Other,0,0,1,No,0.81146
566,44382,1 Story,1168,Other,0,0,0,No,0.97661
567,76587,1 Story,1200,Other,0,370,0,No,0.1139
568,56973,1 Story,1232,Other,0,0,0,No,0.43246
569,56772,1 Story,1243,Other,0,0,1,No,0.47224
570,68251,1 Story,1273,Other,0,0,1,No,0.26547
571,91582,1 Story,1316,Other,0,0,0,No,0.38355
572,97258,1 Story,1366,Other,0,0,2,No,0.21709
573,74290,1 Story,1372,Other,0,0,0,No,0.80363
574,20392,1 Story,1384,Other,0,0,0,No,0.32407
575,73407,2 Story,1440,Other,0,0,2,No,0.58986
576,77790,1 Story,1500,Other,0,0,2,No,0.65322
577,81059,1 Story,1588,Other,0,0,2,No,0.28192
578,70335,1 Story,1608,Other,0,0,0,No,0.48645
579,61838,1 Story,1620,Other,295,0,0,No,0.84989
580,93827,2 Story,1664,Other,0,0,1,No,0.9642
581,83400,1 Story,1706,Other,0,0,0,No,0.70113
582,58596,1 Story,1717,Other,0,0,1,No,0.58363
583,91783,2 Story,1725,Other,0,0,1,No,0.60332
584,71381,2 Story,1740,Other,0,0,2,No,0.14712
585,38835,1 Story,1769,Other,0,0,1,No,0.0997
586,105813,2 Story,1868,Other,0,0,2,No,0.83307
587,97967,2 Story,1904,Other,0,0,0,No,0.76021
588,78990,1 Story,1918,Other,0,0,2,No,0.44327
589,94615,1 Story,2018,Other,0,0,0,No,0.88377
590,110853,2 Story,2456,Other,0,0,2,No,0.82211
591,71279,2 Story,2599,Other,0,0,0,No,0.85462
592,156171,2 Story,2700,Brick,0,0,2,No,0.5245
593,148522,1 Story,2982,Brick,0,0,1,No,0.06459
594,149959,1 Story,3360,Other,777,1132,0,No,0.68867
595,308641,2 Story,2706,Other,0,1083,3,Yes,0.25585
